Year,Month,Day,Hour,Minute,Second,Latitude,Longitude,Depth,Magnitude,Sigma
1975,2,23,20,10,26,-16.5553,29.6990,7.25,4.29,1.00
1975,2,26,8,46,1,-1.2510,24.8053,39.15,4.04,1.00
1975,2,27,16,2,39,-18.1852,23.4604,24.76,4.29,1.00
1975,3,2,13,7,13,-13.1889,27.8208,22.13,4.26,1.00
1975,3,3,17,13,18,-8.1988,25.3626,6.33,4.07,1.00
1975,3,3,23,53,6,-16.4618,21.9061,17.03,5.15,1.00
1975,3,6,7,59,4,-6.2405,22.8610,25.39,4.01,1.00
1975,3,8,11,0,58,-1.6322,22.3378,9.70,4.19,1.00
1975,3,9,14,18,14,-15.4021,27.1008,26.84,5.67,1.00
1975,3,13,15,23,31,-16.8549,22.2847,45.62,4.06,1.00
1975,3,18,6,22,46,-19.0287,24.6934,16.15,5.31,1.00
1975,3,18,11,7,20,-5.3431,24.5079,19.07,4.15,1.00
1975,3,18,13,55,11,-18.0353,23.0776,34.14,4.45,1.00
1975,3,18,15,15,31,-16.1690,24.6677,9.91,4.23,1.00
1975,3,21,18,53,26,-14.7534,29.9196,20.67,4.05,1.00
1975,3,22,22,35,17,-2.0513,24.0120,44.03,4.41,1.00
1975,3,24,3,17,52,-19.5915,24.4618,0.00,4.49,1.00
1975,3,29,16,3,54,-15.9105,22.7166,5.41,4.90,1.00
1975,3,30,5,45,7,-8.6572,26.9986,43.94,4.30,1.00
1975,4,1,22,27,27,-2.6686,24.2538,15.14,5.80,1.00
1975,4,2,11,23,51,-13.1460,24.3100,38.86,4.01,1.00
1975,4,3,22,2,14,-1.5683,23.7583,12.61,4.24,1.00
1975,4,4,20,23,51,-5.7466,23.4414,5.59,5.10,1.00
1975,4,6,18,26,19,-15.4966,25.2736,45.23,4.57,1.00
1975,4,7,10,44,52,-10.9602,28.0334,48.39,5.42,1.00
1975,4,8,9,8,43,-14.6715,23.0772,34.52,4.07,1.00
1975,4,9,21,54,40,-15.4770,29.8411,16.18,4.09,1.00
1975,4,10,5,12,21,-12.3763,29.3431,3.99,4.48,1.00
1975,4,17,2,59,38,-14.8644,26.3221,3.54,4.03,1.00
1975,4,17,15,35,11,-14.9584,28.4340,38.22,4.83,1.00
1975,4,22,7,5,45,-7.7494,24.6914,41.21,4.47,1.00
1975,4,26,4,36,44,-7.9076,25.4274,32.89,4.02,1.00
1975,4,26,19,5,15,-17.7602,21.1862,31.32,4.05,1.00
1975,4,30,11,53,10,-9.2409,24.0346,16.68,4.79,1.00
1975,5,2,3,9,33,-0.1507,23.8833,11.31,4.73,1.00
1975,5,3,19,41,0,-4.7679,21.6392,14.04,4.36,1.00
1975,5,6,15,1,45,-15.0360,20.1838,6.31,4.39,1.00
1975,5,12,11,52,18,-13.7808,21.7754,3.74,4.46,1.00
1975,5,16,19,46,19,-9.6526,21.3037,35.36,5.19,1.00
1975,5,16,22,18,11,-10.7024,29.0319,11.15,4.37,1.00
1975,5,18,4,7,51,-4.7369,26.9850,25.61,4.54,1.00
1975,5,21,10,57,33,-18.0389,25.9748,2.26,4.48,1.00
1975,5,24,4,23,51,-9.4188,21.6360,16.51,5.40,1.00
1975,6,5,19,52,52,-4.5421,23.0606,12.67,4.40,1.00
1975,6,7,8,3,4,-8.2886,28.7091,23.82,4.34,1.00
1975,6,9,23,49,15,-6.3745,22.1599,16.75,4.22,1.00
1975,6,13,9,36,49,-19.3482,20.3358,31.81,4.42,1.00
1975,6,13,21,21,27,-12.0385,28.3739,17.10,5.07,1.00
1975,6,14,15,22,6,-16.3333,23.4589,9.12,5.01,1.00
1975,6,15,13,2,59,-16.4687,25.0713,45.21,4.48,1.00
1975,6,18,12,26,23,-15.2865,29.0560,20.35,4.18,1.00
1975,6,19,13,47,42,-5.7022,20.8664,9.92,4.91,1.00
1975,6,19,16,49,3,-3.6283,21.2523,31.90,4.05,1.00
1975,6,20,16,11,4,-11.2535,25.0102,38.86,4.31,1.00
1975,6,20,22,54,14,-6.0281,21.5389,2.75,4.58,1.00
1975,6,22,3,51,38,-14.0077,24.0631,39.83,4.65,1.00
1975,6,24,8,12,33,-7.4967,24.4638,22.39,5.30,1.00
1975,6,26,0,37,16,-19.7143,28.1523,23.67,4.31,1.00
1975,6,28,12,44,23,-5.4882,26.9233,43.54,6.15,1.00
1975,6,28,17,38,5,-11.7001,28.4686,30.10,4.33,1.00
1975,6,29,18,36,18,-9.9477,28.5682,3.01,5.05,1.00
1975,6,30,0,20,36,-16.8053,21.6957,35.81,4.62,1.00
1975,6,30,8,14,3,-15.0046,24.8413,34.23,4.43,1.00
1975,7,5,1,39,55,-0.2325,24.5346,43.55,5.54,1.00
1975,7,5,4,17,16,-8.5934,27.6106,45.84,4.04,1.00
1975,7,9,6,48,55,-16.5311,27.1680,22.87,4.72,1.00
1975,7,12,2,28,8,-1.4349,22.9188,14.87,4.22,1.00
1975,7,13,17,30,41,-1.6316,22.9736,28.80,4.02,1.00
1975,7,13,23,7,39,-12.0467,25.8593,28.89,5.04,1.00
1975,7,14,8,11,0,-18.4695,20.9317,19.97,4.99,1.00
1975,7,14,10,26,5,-5.2178,23.2704,11.78,4.23,1.00
1975,7,15,0,54,20,-12.0059,24.9046,24.06,4.08,1.00
1975,7,17,7,48,39,-10.2474,24.0758,43.58,4.12,1.00
1975,7,20,14,47,9,-13.7439,29.5455,39.95,4.45,1.00
1975,7,29,4,4,19,-14.1000,21.9421,48.65,4.85,1.00
1975,7,29,16,49,7,-0.1653,21.2156,6.03,5.15,1.00
1975,7,30,12,22,35,-2.4999,24.8098,12.73,4.28,1.00
1975,8,2,3,56,55,-13.5022,28.3132,27.94,4.82,1.00
1975,8,3,10,3,19,-17.9325,27.1089,38.85,4.84,1.00
1975,8,3,11,47,59,-1.9355,21.0100,32.37,5.18,1.00
1975,8,3,20,0,33,-15.8584,27.8302,20.50,4.41,1.00
1975,8,4,13,28,10,-15.1678,23.7348,22.89,4.32,1.00
1975,8,4,19,49,40,-18.7092,23.7263,32.00,4.79,1.00
1975,8,10,9,12,11,-18.6790,28.8190,39.52,4.83,1.00
1975,8,10,17,58,17,-16.0471,29.5103,39.28,4.03,1.00
1975,8,12,9,38,45,-18.5841,21.7904,7.69,4.89,1.00
1975,8,18,1,16,37,-14.2355,26.1062,32.11,4.00,1.00
1975,8,20,20,15,7,-1.8888,25.1669,15.84,4.44,1.00
1975,8,21,14,38,24,-6.6746,23.3974,26.16,5.28,1.00
1975,8,24,8,26,35,-7.9918,27.2809,49.47,4.02,1.00
1975,8,26,9,57,38,-19.8266,26.8144,19.53,5.67,1.00
1975,8,27,9,2,26,-11.1714,24.3834,1.12,4.10,1.00
1975,8,28,4,25,17,-19.4629,23.1315,1.30,4.40,1.00
1975,9,6,11,19,9,-10.6009,23.7797,40.16,4.17,1.00
1975,9,8,21,51,10,-14.4303,27.7403,34.39,4.07,1.00
1975,9,10,21,29,23,-6.4654,22.1665,36.96,4.54,1.00
1975,9,11,3,31,2,-9.1494,29.0038,26.71,4.44,1.00
1975,9,14,9,6,42,-16.4767,20.8329,25.14,4.46,1.00
1975,9,15,21,25,21,-18.6467,20.5182,7.16,4.05,1.00
1975,9,21,11,22,56,-12.8246,21.8952,44.57,4.24,1.00
1975,9,22,1,45,27,-15.9009,24.9804,39.66,4.35,1.00
1975,9,24,7,51,28,-9.4293,24.2909,9.24,4.52,1.00
1975,9,25,12,54,17,-8.3206,21.8743,50.00,4.14,1.00
1975,9,26,10,15,25,-19.8825,25.0232,15.89,4.24,1.00
1975,9,27,16,8,26,-6.5083,25.0107,23.14,4.96,1.00
1975,9,28,1,49,38,-13.0415,21.3860,38.27,4.02,1.00
1975,9,28,21,26,35,-16.7162,25.6198,13.31,4.75,1.00
1975,10,2,11,51,41,-1.7898,20.1712,48.34,4.78,1.00
1975,10,2,15,6,11,-5.6759,24.2586,49.54,5.84,1.00
1975,10,8,6,17,36,-6.9323,21.0990,21.30,4.05,1.00
1975,10,24,3,40,32,-0.3738,20.0692,2.94,4.20,1.00
1975,10,27,20,0,46,-0.9118,25.3549,36.32,5.05,1.00
1975,10,28,5,17,2,-9.2237,29.0348,23.77,4.23,1.00
1975,10,28,14,19,58,-13.9660,24.2147,7.22,4.91,1.00
1975,10,29,1,34,52,-12.0035,23.9271,24.12,4.56,1.00
1975,10,30,23,11,19,-1.6703,20.4877,44.73,4.70,1.00
1975,10,31,16,55,17,-12.7837,29.0050,12.75,4.12,1.00
1975,11,1,18,55,24,-8.1666,28.7824,24.49,4.27,1.00
1975,11,3,23,26,23,-15.7648,22.5552,34.53,4.09,1.00
1975,11,4,1,38,29,-10.6931,24.7174,7.91,4.78,1.00
1975,11,10,3,28,28,-6.7579,20.6383,44.16,4.44,1.00
1975,11,10,4,29,0,-6.8509,22.9126,28.70,4.80,1.00
1975,11,11,20,58,35,-12.9406,21.9292,12.23,4.11,1.00
1975,11,12,12,4,58,-5.0710,24.3359,20.02,4.43,1.00
1975,11,17,20,38,45,-13.6726,20.5333,25.44,4.08,1.00
1975,11,18,6,3,41,-5.8129,24.9239,36.86,4.23,1.00
1975,11,22,3,16,44,-8.2613,25.0206,40.03,4.10,1.00
1975,11,27,22,46,54,-15.7964,20.3078,40.12,4.02,1.00
1975,11,28,11,9,20,-18.3775,20.0637,40.11,4.59,1.00
1975,12,1,15,23,8,-1.9770,24.4851,22.49,4.70,1.00
1975,12,2,17,35,2,-19.5828,21.1993,43.56,4.14,1.00
1975,12,2,21,0,18,-1.4830,20.4456,15.63,4.29,1.00
1975,12,3,6,0,32,-5.2296,22.6993,26.97,4.61,1.00
1975,12,3,14,29,49,-12.2831,21.7630,22.56,4.18,1.00
1975,12,3,15,1,1,-17.5734,22.1848,15.71,4.74,1.00
1975,12,7,14,45,32,-6.9560,23.1390,11.37,4.24,1.00
1975,12,10,13,2,43,-12.5856,27.7945,26.90,4.22,1.00
1975,12,10,18,38,33,-3.9349,22.4265,39.21,4.24,1.00
1975,12,11,21,39,32,-14.0678,26.5354,42.18,4.79,1.00
1975,12,12,10,39,29,-11.8286,21.6083,36.00,4.37,1.00
1975,12,12,16,6,43,-17.4359,22.8646,25.99,4.89,1.00
1975,12,13,17,32,35,-12.5377,25.2104,18.50,4.07,1.00
1975,12,14,6,0,15,-11.6543,29.5761,49.35,4.25,1.00
1975,12,25,20,47,17,-13.4533,28.1333,12.54,4.10,1.00
1975,12,28,6,52,31,-7.8073,23.0649,46.07,4.62,1.00
1975,12,28,21,11,5,-13.1129,21.1344,9.63,4.55,1.00
1975,12,29,12,57,59,-1.0339,24.2135,28.40,4.05,1.00
1975,12,29,16,46,9,-19.0571,21.5700,11.74,4.53,1.00
1975,12,29,23,52,27,-17.1266,29.7733,15.27,4.18,1.00
1976,1,3,10,12,14,-1.0848,24.9592,24.12,4.22,1.00
1976,1,5,17,0,50,-14.7663,23.3205,22.62,4.67,1.00
1976,1,6,2,19,42,-4.2060,22.8291,15.20,4.34,1.00
1976,1,8,12,28,54,-14.0885,25.3630,34.04,4.13,1.00
1976,1,11,13,21,18,-3.6114,26.2960,28.57,4.12,1.00
1976,1,12,11,54,34,-16.2041,25.8543,12.50,4.02,1.00
1976,1,13,11,59,52,-18.9572,26.4833,20.12,4.17,1.00
1976,1,15,1,2,53,-12.3484,26.5736,39.29,4.09,1.00
1976,1,24,10,39,46,-13.0635,27.6091,7.04,4.94,1.00
1976,1,25,19,45,50,-6.5638,22.5003,34.10,4.98,1.00
1976,1,31,13,58,20,-0.2269,25.1019,34.16,4.68,1.00
1976,1,31,23,24,56,-4.9966,20.1249,36.07,4.19,1.00
1976,2,7,17,20,17,-2.7129,20.0183,2.22,4.28,1.00
1976,2,11,20,50,51,-7.8830,25.3079,42.51,6.45,1.00
1976,2,12,15,37,30,-15.0065,22.4072,36.20,4.02,1.00
1976,2,14,14,15,47,-6.0948,27.9667,3.22,4.66,1.00
1976,2,18,13,50,6,-15.4839,24.3585,3.28,4.54,1.00
1976,2,18,18,6,38,-8.3390,21.8733,14.29,4.08,1.00
1976,2,19,1,30,19,-15.9105,21.6921,26.20,5.11,1.00
1976,2,20,4,7,34,-12.6838,29.6835,36.29,4.10,1.00
1976,2,21,8,31,36,-19.3139,27.7800,38.90,4.31,1.00
1976,2,23,2,57,16,-7.7120,23.1470,15.54,4.26,1.00
1976,2,24,16,21,42,-3.9606,21.1538,8.75,4.10,1.00
1976,3,1,15,48,57,-13.6197,26.8200,42.09,4.32,1.00
1976,3,2,10,58,56,-11.8514,23.1960,30.94,4.11,1.00
1976,3,5,13,54,23,-14.9970,24.4772,29.81,4.32,1.00
1976,3,5,19,26,36,-13.9215,20.9154,49.80,4.10,1.00
1976,3,7,13,50,46,-18.1080,24.0029,11.48,4.24,1.00
1976,3,9,11,31,50,-14.0760,29.3271,13.12,4.36,1.00
1976,3,9,19,34,9,-4.9334,25.6573,18.92,4.23,1.00
1976,3,12,19,22,6,-12.4335,27.6476,11.96,4.06,1.00
1976,3,16,16,51,32,-0.3970,21.2096,26.02,4.38,1.00
1976,3,18,23,10,52,-11.9143,29.1926,38.34,4.70,1.00
1976,3,20,2,3,59,-4.4525,26.2798,6.51,4.20,1.00
1976,3,21,11,41,6,-17.2182,20.4481,23.84,4.55,1.00
1976,3,21,23,39,11,-5.3345,23.0257,47.74,5.13,1.00
1976,3,27,18,48,29,-3.5490,26.3630,0.48,5.82,1.00
1976,3,30,1,38,30,-12.0545,23.0850,45.42,4.28,1.00
1976,4,1,21,30,36,-13.2116,22.7431,7.05,4.27,1.00
1976,4,1,23,8,28,-2.6689,25.0685,24.88,4.53,1.00
1976,4,14,1,23,35,-9.2325,26.2197,0.62,4.38,1.00
1976,4,17,8,12,29,-18.2149,22.1321,42.58,5.15,1.00
1976,4,17,12,31,14,-13.1709,23.3054,22.35,4.23,1.00
1976,4,17,12,59,23,-12.5014,24.7322,44.33,4.46,1.00
1976,4,19,14,16,33,-11.3471,28.7806,39.36,4.06,1.00
1976,4,23,3,22,52,-12.7162,27.4020,3.81,4.24,1.00
1976,4,25,16,54,4,-5.6041,21.1468,27.52,4.89,1.00
1976,4,29,10,32,51,-2.2765,23.1084,42.45,4.14,1.00
1976,4,30,8,3,24,-19.4613,28.9335,10.02,4.56,1.00
1976,5,3,10,8,53,-11.3481,20.9626,8.08,4.38,1.00
1976,5,3,21,1,8,-8.3592,20.2862,46.84,4.80,1.00
1976,5,4,1,57,24,-11.7065,29.1216,47.81,4.67,1.00
1976,5,5,8,1,2,-6.0460,22.3570,34.70,4.16,1.00
1976,5,5,9,51,41,-6.0029,20.1245,18.08,4.45,1.00
1976,5,10,3,15,54,-18.3160,22.5309,29.35,4.11,1.00
1976,5,11,15,16,12,-14.0290,24.7655,48.80,4.28,1.00
1976,5,12,16,8,24,-7.5744,20.9662,1.83,4.50,1.00
1976,5,12,21,47,28,-18.4434,23.6121,14.84,4.13,1.00
1976,5,13,17,46,34,-8.0292,26.6702,19.58,4.61,1.00
1976,5,17,12,31,26,-17.8492,22.6560,8.09,4.10,1.00
1976,5,19,16,5,45,-15.5991,28.1291,11.03,5.10,1.00
1976,5,25,18,40,47,-6.0918,20.5913,38.46,4.43,1.00
1976,6,6,9,33,59,-5.6506,21.6026,31.15,4.11,1.00
1976,6,6,13,10,32,-2.8671,20.1518,21.39,4.39,1.00
1976,6,8,18,17,22,-18.1153,22.7657,32.35,6.00,1.00
1976,6,12,7,26,5,-12.7520,27.6741,17.63,4.92,1.00
1976,6,12,13,19,16,-1.4256,23.7826,8.47,4.07,1.00
1976,6,13,2,16,43,-0.7545,20.5374,42.15,4.38,1.00
1976,6,16,7,49,22,-17.6607,23.2710,10.46,4.26,1.00
1976,6,19,21,7,35,-16.8972,21.5025,26.69,4.17,1.00
1976,6,20,3,58,21,-2.4665,21.1529,49.25,4.55,1.00
1976,6,21,12,59,40,-18.8758,25.9142,15.24,4.90,1.00
1976,6,21,14,4,50,-14.1869,25.2086,3.47,4.17,1.00
1976,6,22,0,9,3,-14.6721,24.3586,44.21,4.84,1.00
1976,6,22,13,14,52,-14.8350,29.8070,40.50,4.70,1.00
1976,6,28,6,57,19,-8.0447,20.1797,21.21,4.31,1.00
1976,7,1,21,12,33,-5.0945,25.0298,22.60,4.08,1.00
1976,7,2,11,15,51,-19.5920,27.8261,31.39,4.17,1.00
1976,7,3,20,4,21,-10.8077,27.8398,8.27,5.67,1.00
1976,7,3,21,31,40,-5.6405,24.3420,23.87,5.04,1.00
1976,7,5,3,51,48,-9.9127,27.4797,12.45,5.75,1.00
1976,7,6,23,46,4,-10.1899,29.9248,31.38,4.39,1.00
1976,7,9,8,31,1,-15.9324,26.0329,2.18,4.24,1.00
1976,7,10,12,14,48,-19.8015,26.0824,9.46,4.92,1.00
1976,7,17,3,12,4,-19.9922,20.0692,25.16,4.18,1.00
1976,7,17,22,10,28,-5.9343,21.9340,13.80,4.01,1.00
1976,7,23,13,14,6,-7.5486,22.5649,12.67,4.65,1.00
1976,7,24,6,27,40,-4.6705,20.5701,42.08,4.01,1.00
1976,7,27,7,29,40,-0.3815,24.9979,43.17,4.11,1.00
1976,7,28,21,38,34,-10.1476,27.4572,36.55,4.56,1.00
1976,7,30,11,2,58,-0.8562,20.4227,36.31,4.12,1.00
1976,8,3,0,26,19,-5.5992,20.5527,46.72,4.24,1.00
1976,8,3,2,25,42,-19.1618,28.7540,45.13,4.07,1.00
1976,8,5,16,49,17,-16.5455,27.8521,8.49,4.49,1.00
1976,8,9,9,48,9,-12.1059,20.4716,1.20,4.37,1.00
1976,8,19,11,33,27,-1.7501,21.1965,45.20,4.37,1.00
1976,8,21,3,27,5,-4.2138,22.8894,31.75,4.09,1.00
1976,8,21,20,44,3,-10.0055,28.3452,32.52,4.15,1.00
1976,8,22,1,39,10,-8.4133,24.8032,22.41,4.04,1.00
1976,8,22,14,45,32,-8.8309,25.3751,31.25,4.39,1.00
1976,8,27,10,44,40,-8.4119,23.0908,12.44,4.60,1.00
1976,8,29,1,31,9,-19.3586,25.1250,35.13,4.83,1.00
1976,8,31,4,9,40,-19.9049,26.2318,12.73,5.05,1.00
1976,9,1,4,16,57,-10.4627,25.7715,4.27,4.37,1.00
1976,9,10,8,59,59,-2.4906,21.8903,16.76,4.65,1.00
1976,9,11,12,24,17,-9.9420,22.5641,17.09,4.05,1.00
1976,9,13,21,26,43,-14.2122,28.9051,13.77,4.22,1.00
1976,9,14,6,52,56,-16.9153,20.2623,15.67,4.14,1.00
1976,9,18,6,30,13,-15.9955,26.5503,38.74,4.09,1.00
1976,9,23,12,51,2,-14.7913,28.2552,32.62,4.18,1.00
1976,9,29,13,59,51,-12.1209,21.2171,11.54,4.05,1.00
1976,9,29,17,13,49,-6.5730,20.0681,33.34,4.15,1.00
1976,9,30,23,39,9,-14.2332,25.2834,39.83,4.00,1.00
1976,10,1,17,59,22,-11.2555,29.8488,36.08,4.35,1.00
1976,10,2,3,2,18,-14.2937,26.2386,35.22,4.64,1.00
1976,10,2,8,40,30,-14.7506,24.5332,1.56,4.17,1.00
1976,10,2,12,24,22,-5.7946,26.7117,17.19,4.00,1.00
1976,10,3,2,12,13,-2.4006,22.6024,10.65,4.22,1.00
1976,10,4,16,35,9,-12.8667,26.1818,17.11,5.12,1.00
1976,10,6,3,39,44,-11.9157,24.2045,47.21,4.44,1.00
1976,10,6,19,14,1,-18.0356,22.9145,31.78,4.69,1.00
1976,10,9,18,29,3,-10.2789,23.4005,10.47,4.22,1.00
1976,10,10,12,24,53,-2.0644,22.5737,43.30,4.26,1.00
1976,10,10,19,30,57,-4.5590,20.6911,49.89,7.20,1.00
1976,10,11,2,52,7,-19.4686,27.4563,31.63,4.47,1.00
1976,10,12,21,9,59,-17.4991,24.7939,2.31,4.23,1.00
1976,10,13,0,26,20,-5.3601,23.8625,8.45,5.03,1.00
1976,10,13,2,3,46,-10.5429,26.0657,1.90,4.25,1.00
1976,10,18,18,24,18,-11.8070,23.7717,32.01,4.47,1.00
1976,10,18,18,29,57,-18.2843,23.6198,21.13,4.58,1.00
1976,10,19,11,6,13,-15.2567,25.7739,39.42,4.59,1.00
1976,10,21,19,40,46,-9.8553,27.2599,3.19,4.15,1.00
1976,10,22,17,31,28,-8.2781,27.5883,0.96,4.23,1.00
1976,10,24,8,40,15,-5.3890,24.3374,9.08,4.63,1.00
1976,10,25,14,5,23,-1.3898,23.1237,23.08,4.09,1.00
1976,10,27,2,49,47,-11.0708,20.4322,4.74,4.37,1.00
1976,10,31,12,6,54,-10.8803,23.8446,30.35,4.91,1.00
1976,10,31,18,30,53,-14.5315,21.5603,42.82,4.01,1.00
1976,11,1,0,45,56,-15.8828,22.3130,6.93,4.07,1.00
1976,11,4,11,16,45,-14.2831,28.8466,42.22,4.27,1.00
1976,11,7,14,59,15,-19.9755,26.2019,21.59,4.87,1.00
1976,11,8,23,43,57,-15.1514,27.6761,22.52,4.17,1.00
1976,11,9,0,5,21,-17.0565,20.8487,25.04,4.40,1.00
1976,11,12,11,29,50,-2.5227,25.8584,35.91,4.99,1.00
1976,11,12,11,30,53,-19.4914,21.7759,47.47,4.03,1.00
1976,11,12,23,43,35,-9.3887,29.6613,32.96,4.02,1.00
1976,11,14,21,24,45,-14.1871,23.2997,47.72,4.04,1.00
1976,11,24,13,0,32,-3.2086,23.8670,8.37,4.18,1.00
1976,11,24,17,16,48,-0.3152,20.2793,28.80,4.23,1.00
1976,11,28,9,32,52,-1.5500,23.0908,2.62,4.12,1.00
1976,12,2,6,29,41,-8.3957,23.1649,20.90,4.01,1.00
1976,12,2,10,16,12,-18.9131,23.5724,5.98,4.49,1.00
1976,12,4,3,8,4,-4.7117,20.4617,18.46,4.49,1.00
1976,12,4,17,17,5,-12.9220,20.3278,47.51,4.02,1.00
1976,12,6,19,1,3,-10.8605,20.9529,45.43,4.23,1.00
1976,12,9,2,9,57,-3.6525,22.8216,0.36,4.65,1.00
1976,12,11,14,13,24,-17.5237,27.4401,34.28,4.50,1.00
1976,12,13,0,11,12,-19.2888,29.8618,44.73,4.15,1.00
1976,12,15,5,14,44,-13.2436,27.3511,18.69,4.64,1.00
1976,12,17,16,24,47,-17.0788,27.7527,18.92,5.46,1.00
1976,12,20,9,18,37,-9.2495,29.2033,0.27,4.37,1.00
1976,12,20,11,50,45,-16.1212,27.1984,2.10,5.23,1.00
1976,12,23,10,55,55,-9.1093,29.4826,8.39,4.86,1.00
1976,12,23,15,18,59,-11.8313,26.4285,12.37,4.82,1.00
1976,12,24,6,24,48,-12.2765,29.1555,41.23,4.05,1.00
1976,12,24,23,45,37,-5.6788,20.6554,12.13,4.69,1.00
1976,12,26,22,44,48,-3.2671,24.1697,17.55,4.05,1.00
1976,12,26,23,47,59,-12.7808,26.2721,14.27,4.04,1.00
1976,12,29,22,25,15,-8.6714,27.7530,47.09,4.10,1.00
1977,1,1,17,18,4,-12.5771,21.7461,27.33,4.69,1.00
1977,1,8,21,47,53,-7.2098,26.5573,38.07,4.25,1.00
1977,1,10,1,47,52,-13.1851,28.9376,18.08,4.49,1.00
1977,1,10,10,8,57,-12.9649,27.8095,46.92,4.12,1.00
1977,1,10,11,36,59,-19.0617,23.8439,15.97,4.26,1.00
1977,1,16,1,11,59,-14.0921,28.7144,33.76,4.29,1.00
1977,1,17,22,44,10,-19.9641,26.7815,20.79,4.01,1.00
1977,1,19,23,36,53,-14.6729,21.4209,24.59,4.30,1.00
1977,2,2,0,31,24,-14.9188,28.7576,17.27,4.17,1.00
1977,2,4,22,52,45,-3.1401,26.1874,31.23,4.51,1.00
1977,2,5,12,59,12,-12.4922,21.3896,7.36,5.87,1.00
1977,2,6,1,56,24,-15.9773,27.8086,38.61,4.98,1.00
1977,2,7,23,32,54,-12.4429,20.2122,20.84,4.21,1.00
1977,2,14,12,48,42,-6.2749,27.6937,11.58,5.03,1.00
1977,2,17,11,55,38,-3.5327,23.0391,44.17,4.69,1.00
1977,2,18,12,14,35,-12.4352,26.8123,35.23,5.03,1.00
1977,2,19,13,33,36,-4.7146,27.0668,31.24,4.34,1.00
1977,2,21,18,17,17,-0.8718,21.8056,19.00,4.19,1.00
1977,3,1,9,48,2,-12.6313,21.4688,21.39,4.33,1.00
1977,3,3,23,37,29,-16.9642,21.9373,35.27,4.18,1.00
1977,3,4,21,3,25,-15.9008,27.9900,23.58,4.41,1.00
1977,3,4,21,32,43,-13.4627,27.0041,18.87,4.12,1.00
1977,3,6,2,12,9,-0.9781,21.5216,0.67,5.17,1.00
1977,3,6,4,36,55,-9.7175,29.2942,47.66,4.90,1.00
1977,3,6,5,56,1,-16.6951,21.5163,38.64,4.28,1.00
1977,3,11,12,15,19,-15.4797,20.5142,42.64,4.10,1.00
1977,3,11,14,58,50,-15.5276,26.1042,28.08,4.43,1.00
1977,3,11,21,20,28,-1.3011,25.1268,19.03,4.16,1.00
1977,3,12,16,33,19,-12.9844,25.7078,1.89,4.51,1.00
1977,3,13,20,48,34,-18.3966,24.7867,13.21,4.40,1.00
1977,3,14,5,18,44,-14.1747,23.8820,3.77,4.17,1.00
1977,3,18,16,23,42,-7.9139,28.1501,20.04,4.82,1.00
1977,3,18,17,33,40,-3.3749,21.9656,4.62,5.14,1.00
1977,3,19,17,16,36,-4.7103,23.9887,6.01,4.60,1.00
1977,3,25,14,1,58,-18.4465,24.5444,8.28,4.21,1.00
1977,3,30,4,55,4,-9.4371,27.8057,41.22,4.48,1.00
1977,3,30,8,2,1,-12.1233,23.7754,17.33,4.07,1.00
1977,3,31,21,32,41,-8.2669,22.7097,6.75,4.17,1.00
1977,4,7,1,2,27,-3.7829,26.5485,32.58,4.50,1.00
1977,4,7,2,16,4,-15.2525,29.0780,14.31,4.78,1.00
1977,4,12,22,1,2,-3.0379,22.5556,34.86,4.53,1.00
1977,4,17,23,16,48,-11.4479,23.0236,29.40,4.37,1.00
1977,4,23,5,38,16,-12.0886,21.2287,18.62,4.30,1.00
1977,4,26,22,40,42,-12.4323,23.1504,9.87,4.31,1.00
1977,4,27,10,47,2,-7.4359,28.1766,9.95,4.06,1.00
1977,4,28,8,58,18,-19.0983,24.4615,16.84,4.49,1.00
1977,4,29,1,25,13,-0.6225,23.1906,31.04,4.39,1.00
1977,4,29,7,48,24,-18.2094,28.5198,38.44,4.22,1.00
1977,4,30,20,44,7,-2.5193,22.2317,30.72,4.34,1.00
1977,5,7,9,8,27,-15.0502,25.0182,25.34,4.22,1.00
1977,5,15,1,7,28,-11.9178,26.3684,33.78,4.04,1.00
1977,5,16,10,47,40,-14.8032,29.7182,5.04,4.29,1.00
1977,5,16,15,56,50,-15.3314,22.1017,1.09,4.16,1.00
1977,5,21,19,8,10,-12.5802,22.7500,14.08,4.59,1.00
1977,5,25,5,41,43,-6.5022,20.2756,8.70,4.35,1.00
1977,5,26,13,18,5,-5.3393,23.7820,16.46,4.31,1.00
1977,5,29,11,22,7,-8.6295,24.2940,46.35,4.13,1.00
1977,6,3,5,15,36,-17.0785,27.2661,21.21,4.28,1.00
1977,6,3,20,17,9,-0.5052,21.3252,11.41,4.41,1.00
1977,6,5,4,19,44,-11.3810,29.1222,28.78,4.43,1.00
1977,6,8,11,38,36,-4.8532,24.2641,4.38,4.08,1.00
1977,6,10,5,18,42,-4.1435,25.7010,49.13,4.49,1.00
1977,6,10,13,28,46,-11.6520,23.9312,28.25,4.54,1.00
1977,6,15,2,40,26,-15.7146,23.9526,19.85,4.09,1.00
1977,6,15,12,48,53,-0.9983,23.0091,16.40,4.94,1.00
1977,6,16,3,24,58,-14.8423,26.0592,1.55,4.95,1.00
1977,6,17,4,54,49,-14.3670,29.3701,26.81,4.25,1.00
1977,6,17,4,57,40,-18.9367,22.1321,13.60,4.39,1.00
1977,6,17,11,30,22,-3.7590,20.8184,2.15,4.36,1.00
